"registro_id","tesis_id","tecnica_id","lugar","created_at","updated_at","error_id"
"1505","258","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1506","258","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1507","258","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1508","258","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1509","258","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1510","259","1","Técnicas e instrumentos",NULL,NULL,"2"
"1511","259","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1512","259","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1513","259","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1514","259","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1515","259","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1516","259","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1517","259","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1518","259","50","Análisis e interpretación de la información",NULL,NULL,"2"
"1519","259","78","Análisis e interpretación de la información",NULL,NULL,"2"
"1520","260","2","Población y muestra",NULL,NULL,"2"
"1521","260","63","Técnicas e instrumentos",NULL,NULL,"2"
"1522","260","1","Técnicas e instrumentos",NULL,NULL,"2"
"1523","260","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1524","260","50","Análisis e interpretación de la información",NULL,NULL,"16"
"1525","260","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1526","260","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1527","261","2","Población y muestra",NULL,NULL,"2"
"1528","261","1","Técnicas e instrumentos",NULL,NULL,"2"
"1529","261","20","Técnicas e instrumentos",NULL,NULL,"20"
"1530","261","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1531","261","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1532","261","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1533","261","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1534","261","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1535","261","13","Análisis e interpretación de la información",NULL,NULL,"15"
"1536","262","103","Técnicas e instrumentos",NULL,NULL,"2"
"1537","262","1","Técnicas e instrumentos",NULL,NULL,"2"
"1538","262","8","Técnicas e instrumentos",NULL,NULL,"2"
"1539","262","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1540","262","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1541","262","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1542","263","2","Población y muestra",NULL,NULL,"2"
"1543","263","19","Técnicas e instrumentos",NULL,NULL,"10"
"1544","263","63","Técnicas e instrumentos",NULL,NULL,"2"
"1545","263","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1546","263","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1547","263","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1548","264","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1549","264","39","Análisis e interpretación de la información",NULL,NULL,"51"
"1550","264","50","Análisis e interpretación de la información",NULL,NULL,"52"
"1551","265","2","Población y muestra",NULL,NULL,"2"
"1552","265","63","Técnicas e instrumentos",NULL,NULL,"2"
"1553","265","10","Técnicas e instrumentos",NULL,NULL,"2"
"1554","265","1","Técnicas e instrumentos",NULL,NULL,"2"
"1555","265","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1556","265","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1557","265","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1558","266","2","Población y muestra",NULL,NULL,"2"
"1559","266","1","Técnicas e instrumentos",NULL,NULL,"2"
"1560","266","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1561","266","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1562","266","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1563","266","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1564","266","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1565","266","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1566","266","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1567","266","48","Análisis e interpretación de la información",NULL,NULL,"16"
"1568","267","2","Población y muestra",NULL,NULL,"2"
"1569","267","63","Técnicas e instrumentos",NULL,NULL,"2"
"1570","267","16","Técnicas e instrumentos",NULL,NULL,"2"
"1571","267","34","Técnicas e instrumentos",NULL,NULL,"2"
"1572","267","1","Técnicas e instrumentos",NULL,NULL,"2"
"1573","267","23","Técnicas e instrumentos",NULL,NULL,"2"
"1574","267","22","Técnicas e instrumentos",NULL,NULL,"2"
"1575","267","21","Técnicas e instrumentos",NULL,NULL,"2"
"1576","267","104","Técnicas e instrumentos",NULL,NULL,"2"
"1577","267","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1578","267","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1579","267","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1580","268","15","Técnicas e instrumentos",NULL,NULL,"2"
"1581","268","1","Técnicas e instrumentos",NULL,NULL,"2"
"1582","268","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1583","268","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1584","268","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1585","268","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1586","268","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1587","268","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1588","268","105","Población y muestra",NULL,NULL,"2"
"1589","268","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1590","269","1","Técnicas e instrumentos",NULL,NULL,"2"
"1591","269","8","Análisis e interpretación de la información",NULL,NULL,"2"
"1592","269","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1593","269","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1594","269","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1595","270","1","Técnicas e instrumentos",NULL,NULL,"2"
"1596","270","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1597","270","106","Análisis e interpretación de la información",NULL,NULL,"2"
"1598","270","107","Análisis e interpretación de la información",NULL,NULL,"2"
"1599","270","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1600","271","2","Población y muestra",NULL,NULL,"2"
"1601","271","1","Técnicas e instrumentos",NULL,NULL,"2"
"1602","271","20","Técnicas e instrumentos",NULL,NULL,"11"
"1603","271","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1604","271","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1605","271","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1606","272","1","Técnicas e instrumentos",NULL,NULL,"2"
"1607","272","22","Técnicas e instrumentos",NULL,NULL,"2"
"1608","272","21","Técnicas e instrumentos",NULL,NULL,"2"
"1609","272","20","Técnicas e instrumentos",NULL,NULL,"12"
"1610","272","81","Técnicas e instrumentos",NULL,NULL,"2"
"1611","272","82","Técnicas e instrumentos",NULL,NULL,"2"
"1612","272","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1613","272","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1614","272","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1615","272","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1616","272","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1617","272","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1618","272","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1619","273","108","Técnicas e instrumentos",NULL,NULL,"2"
"1620","273","20","Técnicas e instrumentos",NULL,NULL,"11"
"1621","273","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1622","273","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1623","273","58","Análisis e interpretación de la información",NULL,NULL,"2"
"1624","273","16","Anexos",NULL,NULL,"2"
"1625","273","22","Anexos",NULL,NULL,"2"
"1626","273","21","Anexos",NULL,NULL,"2"
"1627","273","7","Anexos",NULL,NULL,"2"
"1628","273","109","Anexos",NULL,NULL,"2"
"1629","273","53","Anexos",NULL,NULL,"2"
"1630","273","96","Anexos",NULL,NULL,"2"
"1631","273","26","Anexos",NULL,NULL,"2"
"1632","274","2","Población y muestra",NULL,NULL,"2"
"1633","274","3","Población y muestra",NULL,NULL,"2"
"1634","274","4","Población y muestra",NULL,NULL,"2"
"1635","274","20","Técnicas e instrumentos",NULL,NULL,"11"
"1636","274","1","Técnicas e instrumentos",NULL,NULL,"2"
"1638","274","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1639","274","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1640","274","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1641","274","31","Análisis e interpretación de la información",NULL,NULL,"52"
"1642","274","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1643","274","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1644","274","13","Análisis e interpretación de la información",NULL,NULL,"52"
"1645","275","2","Población y muestra",NULL,NULL,"2"
"1646","275","16","Técnicas e instrumentos",NULL,NULL,"9"
"1647","275","1","Técnicas e instrumentos",NULL,NULL,"2"
"1648","275","7","Técnicas e instrumentos",NULL,NULL,"2"
"1649","275","53","Técnicas e instrumentos",NULL,NULL,"2"
"1650","275","96","Técnicas e instrumentos",NULL,NULL,"2"
"1651","275","26","Técnicas e instrumentos",NULL,NULL,"2"
"1652","275","110","Técnicas e instrumentos",NULL,NULL,"2"
"1653","275","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1654","275","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1655","275","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1656","275","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1657","275","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1658","275","48","Análisis e interpretación de la información",NULL,NULL,"16"
"1659","275","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1660","276","63","Técnicas e instrumentos",NULL,NULL,"2"
"1661","276","1","Técnicas e instrumentos",NULL,NULL,"2"
"1662","276","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1663","276","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1664","277","1","Técnicas e instrumentos",NULL,NULL,"2"
"1666","277","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1668","277","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1669","278","2","Población y muestra",NULL,NULL,"2"
"1670","278","1","Técnicas e instrumentos",NULL,NULL,"2"
"1671","278","63","Técnicas e instrumentos",NULL,NULL,"2"
"1672","278","1","Análisis e interpretación de la información",NULL,NULL,"2"
"1673","278","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1674","278","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1675","278","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1676","278","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1677","278","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1678","278","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1679","278","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1680","278","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1681","279","32","Técnicas e instrumentos",NULL,NULL,"23"
"1682","279","19","Técnicas e instrumentos",NULL,NULL,"10"
"1683","279","9","Técnicas e instrumentos",NULL,NULL,"23"
"1684","279","63","Técnicas e instrumentos",NULL,NULL,"2"
"1685","279","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1686","279","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1687","280","2","Población y muestra",NULL,NULL,"2"
"1688","280","1","Técnicas e instrumentos",NULL,NULL,"2"
"1689","280","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1690","280","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1691","281","63","Variables",NULL,NULL,"2"
"1693","281","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1694","281","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1695","281","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1696","282","2","Población y muestra",NULL,NULL,"2"
"1697","282","1","Técnicas e instrumentos",NULL,NULL,"2"
"1698","282","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1699","282","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1700","282","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1701","283","63","Variables",NULL,NULL,"2"
"1702","283","2","Población y muestra",NULL,NULL,"2"
"1703","283","63","Técnicas e instrumentos",NULL,NULL,"2"
"1704","283","9","Técnicas e instrumentos",NULL,NULL,"2"
"1705","283","1","Técnicas e instrumentos",NULL,NULL,"2"
"1706","283","70","Análisis e interpretación de la información",NULL,NULL,"10"
"1708","283","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1709","283","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1710","283","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1711","283","60","Análisis e interpretación de la información",NULL,NULL,"2"
"1712","284","2","Población y muestra",NULL,NULL,"2"
"1713","284","63","Técnicas e instrumentos",NULL,NULL,"2"
"1714","284","1","Técnicas e instrumentos",NULL,NULL,"2"
"1715","284","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1716","284","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1717","284","48","Análisis e interpretación de la información",NULL,NULL,"16"
"1718","285","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1719","285","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1720","285","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1721","285","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1722","286","1","Técnicas e instrumentos",NULL,NULL,"2"
"1723","286","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1724","286","11","Análisis e interpretación de la información",NULL,NULL,"55"
"1725","287","1","Técnicas e instrumentos",NULL,NULL,"2"
"1726","287","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1727","287","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1728","287","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1729","287","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1730","287","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1731","287","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1732","288","63","Variables",NULL,NULL,"2"
"1733","288","2","Población y muestra",NULL,NULL,"2"
"1734","288","63","Técnicas e instrumentos",NULL,NULL,"2"
"1735","288","1","Técnicas e instrumentos",NULL,NULL,"23"
"1736","288","77","Técnicas e instrumentos",NULL,NULL,"23"
"1737","288","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1738","288","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1739","288","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1740","289","2","Población y muestra",NULL,NULL,"2"
"1741","289","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1742","289","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1743","289","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1744","290","2","Variables",NULL,NULL,"2"
"1745","290","10","Técnicas e instrumentos",NULL,NULL,"2"
"1746","290","1","Técnicas e instrumentos",NULL,NULL,"2"
"1747","290","16","Técnicas e instrumentos",NULL,NULL,"2"
"1748","290","22","Técnicas e instrumentos",NULL,NULL,"2"
"1749","290","21","Técnicas e instrumentos",NULL,NULL,"2"
"1750","290","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1751","290","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1752","290","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1753","291","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1754","291","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1755","291","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1757","291","50","Análisis e interpretación de la información",NULL,NULL,"16"
"1758","291","1","Análisis e interpretación de la información",NULL,NULL,"2"
"1759","292","63","Técnicas e instrumentos",NULL,NULL,"2"
"1760","292","89","Técnicas e instrumentos",NULL,NULL,"56"
"1761","292","1","Técnicas e instrumentos",NULL,NULL,"2"
"1762","292","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1763","292","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1764","293","63","Fundamentación teórica",NULL,NULL,"2"
"1765","293","9","Técnicas e instrumentos",NULL,NULL,"2"
"1766","293","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1767","293","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1768","293","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1769","293","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1770","294","1","Técnicas e instrumentos",NULL,NULL,"2"
"1771","294","10","Técnicas e instrumentos",NULL,NULL,"2"
"1772","294","23","Técnicas e instrumentos",NULL,NULL,"2"
"1773","294","111","Técnicas e instrumentos",NULL,NULL,"2"
"1774","294","77","Técnicas e instrumentos",NULL,NULL,"2"
"1775","294","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1776","294","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1777","294","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1778","294","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1779","294","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1780","294","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1781","295","2","Población y muestra",NULL,NULL,"2"
"1782","295","1","Técnicas e instrumentos",NULL,NULL,"2"
"1783","295","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1784","295","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1785","295","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1786","298","1","Técnicas e instrumentos",NULL,NULL,"2"
"1787","298","16","Técnicas e instrumentos",NULL,NULL,"2"
"1788","298","22","Técnicas e instrumentos",NULL,NULL,"2"
"1789","298","21","Técnicas e instrumentos",NULL,NULL,"2"
"1790","298","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1791","298","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1792","298","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1793","299","63","Variables",NULL,NULL,"2"
"1794","299","63","Técnicas e instrumentos",NULL,NULL,"2"
"1795","299","1","Técnicas e instrumentos",NULL,NULL,"2"
"1796","299","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1797","299","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1798","299","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1799","299","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1800","301","63","Variables",NULL,NULL,"2"
"1801","301","1","Técnicas e instrumentos",NULL,NULL,"2"
"1802","301","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1803","301","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1804","301","24","Análisis e interpretación de la información",NULL,NULL,"2"
"1805","302","63","Variables",NULL,NULL,"2"
"1806","302","2","Población y muestra",NULL,NULL,"2"
"1807","302","9","Técnicas e instrumentos",NULL,NULL,"2"
"1808","302","1","Análisis e interpretación de la información",NULL,NULL,"2"
"1809","302","16","Técnicas e instrumentos",NULL,NULL,"23"
"1810","302","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1811","302","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1812","302","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1813","302","31","Análisis e interpretación de la información",NULL,NULL,"16"
"1814","302","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1815","303","2","Población y muestra",NULL,NULL,"2"
"1816","303","1","Técnicas e instrumentos",NULL,NULL,"2"
"1817","303","15","Técnicas e instrumentos",NULL,NULL,"2"
"1818","303","16","Técnicas e instrumentos",NULL,NULL,"23"
"1819","303","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1820","303","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1821","303","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1822","304","1","Técnicas e instrumentos",NULL,NULL,"2"
"1823","304","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1824","304","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1825","304","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1826","305","37","Población y muestra",NULL,NULL,"2"
"1827","305","63","Técnicas e instrumentos",NULL,NULL,"2"
"1828","305","20","Técnicas e instrumentos",NULL,NULL,"11"
"1829","305","1","Técnicas e instrumentos",NULL,NULL,"2"
"1830","305","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1831","305","13","Análisis e interpretación de la información",NULL,NULL,"52"
"1832","305","18","Anexos",NULL,NULL,"2"
"1833","305","3","Anexos",NULL,NULL,"2"
"1834","305","4","Anexos",NULL,NULL,"2"
"1835","305","43","Anexos",NULL,NULL,"2"
"1836","305","44","Anexos",NULL,NULL,"2"
"1837","305","12","Anexos",NULL,NULL,"2"
"1838","306","2","Población y muestra",NULL,NULL,"2"
"1839","306","16","Técnicas e instrumentos",NULL,NULL,"2"
"1840","306","22","Técnicas e instrumentos",NULL,NULL,"2"
"1841","306","1","Técnicas e instrumentos",NULL,NULL,"2"
"1842","306","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1843","306","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1844","306","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1845","306","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1846","306","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1847","306","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1848","306","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1849","306","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1850","307","2","Técnicas e instrumentos",NULL,NULL,"2"
"1851","307","9","Técnicas e instrumentos",NULL,NULL,"2"
"1852","307","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1853","307","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1854","307","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1855","307","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1856","307","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1857","307","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1858","307","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1859","308","2","Población y muestra",NULL,NULL,"2"
"1860","308","112","Población y muestra",NULL,NULL,"2"
"1861","308","113","Población y muestra",NULL,NULL,"2"
"1862","308","9","Técnicas e instrumentos",NULL,NULL,"2"
"1863","308","10","Técnicas e instrumentos",NULL,NULL,"2"
"1864","308","66","Técnicas e instrumentos",NULL,NULL,"23"
"1865","308","15","Técnicas e instrumentos",NULL,NULL,"23"
"1866","308","32","Técnicas e instrumentos",NULL,NULL,"23"
"1867","308","114","Técnicas e instrumentos",NULL,NULL,"23"
"1868","308","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1869","309","2","Población y muestra",NULL,NULL,"2"
"1870","309","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1871","309","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1872","309","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1873","309","50","Análisis e interpretación de la información",NULL,NULL,"2"
"1874","309","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1875","309","31","Análisis e interpretación de la información",NULL,NULL,"2"
"1876","310","2","Población y muestra",NULL,NULL,"2"
"1877","310","10","Técnicas e instrumentos",NULL,NULL,"2"
"1878","310","1","Técnicas e instrumentos",NULL,NULL,"2"
"1879","310","63","Técnicas e instrumentos",NULL,NULL,"2"
"1880","310","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1881","310","24","Análisis e interpretación de la información",NULL,NULL,"2"
"1882","312","2","Variables",NULL,NULL,"2"
"1883","312","1","Técnicas e instrumentos",NULL,NULL,"2"
"1884","312","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1885","313","2","Población y muestra",NULL,NULL,"2"
"1886","313","46","Población y muestra",NULL,NULL,"2"
"1887","313","47","Población y muestra",NULL,NULL,"2"
"1888","313","3","Población y muestra",NULL,NULL,"2"
"1889","313","4","Población y muestra",NULL,NULL,"2"
"1890","313","115","Técnicas e instrumentos",NULL,NULL,"2"
"1891","313","1","Técnicas e instrumentos",NULL,NULL,"2"
"1892","313","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1893","313","13","Análisis e interpretación de la información",NULL,NULL,"16"
"1894","314","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1895","314","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1896","314","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1897","314","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1898","314","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1899","314","18","Análisis e interpretación de la información",NULL,NULL,"2"
"1900","314","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1901","314","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1902","315","2","Población y muestra",NULL,NULL,"2"
"1903","315","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1904","315","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1905","315","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1906","315","50","Análisis e interpretación de la información",NULL,NULL,"16"
"1907","315","106","Análisis e interpretación de la información",NULL,NULL,"2"
"1908","317","63","Técnicas e instrumentos",NULL,NULL,"2"
"1909","317","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1910","317","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1911","317","39","Análisis e interpretación de la información",NULL,NULL,"2"
"1912","317","4","Análisis e interpretación de la información",NULL,NULL,"2"
"1913","317","50","Análisis e interpretación de la información",NULL,NULL,"2"
"1914","317","5","Análisis e interpretación de la información",NULL,NULL,"18"
"1915","319","63","Variables",NULL,NULL,"2"
"1916","319","1","Técnicas e instrumentos",NULL,NULL,"2"
"1917","319","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1918","319","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1919","320","63","Variables",NULL,NULL,"2"
"1920","320","1","Técnicas e instrumentos",NULL,NULL,"2"
"1921","320","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1922","320","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1923","320","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1924","321","74","Población y muestra",NULL,NULL,"2"
"1925","321","112","Población y muestra",NULL,NULL,"2"
"1926","321","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1927","321","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1928","321","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1929","322","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1930","322","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1931","322","6","Análisis e interpretación de la información",NULL,NULL,"2"
"1932","323","2","Población y muestra",NULL,NULL,"2"
"1933","323","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1934","323","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1935","323","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1936","323","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1937","323","41","Análisis e interpretación de la información",NULL,NULL,"2"
"1938","323","5","Análisis e interpretación de la información",NULL,NULL,"2"
"1939","324","63","Técnicas e instrumentos",NULL,NULL,"2"
"1940","324","10","Técnicas e instrumentos",NULL,NULL,"2"
"1941","324","1","Técnicas e instrumentos",NULL,NULL,"2"
"1942","324","2","Análisis e interpretación de la información",NULL,NULL,"2"
"1943","324","12","Análisis e interpretación de la información",NULL,NULL,"2"
"1944","324","46","Análisis e interpretación de la información",NULL,NULL,"2"
"1945","324","47","Análisis e interpretación de la información",NULL,NULL,"2"
"1946","324","3","Análisis e interpretación de la información",NULL,NULL,"2"
"1947","324","11","Análisis e interpretación de la información",NULL,NULL,"2"
"1948","325","1","Técnicas e instrumentos",NULL,NULL,"2"
"1949","325","20","Técnicas e instrumentos",NULL,NULL,"11"
